Time,CO,C6H6,T,RH,NOx
14,2.3,14.4,23.2,43.9,208
15,1.9,11.1,25.3,40.7,168
16,1.7,9.9,29.9,31.1,139
17,1.3,8.8,33.9,21.3,104
18,1.5,9.9,36.3,16,99
19,1.3,7.4,36.6,15.2,89
20,0.8,6.1,37.4,15.8,57
21,0.8,6.2,37.9,15,64
22,1.1,7.1,38,16.8,65
23,1.2,8,36.9,17.5,79
0,1.2,7.3,35.3,17,80
1,1.4,8.7,31.9,20.4,81
2,1.1,7.5,29.1,29.6,59
3,1.5,9,27.4,33.4,90
4,2,11.6,26.7,35.8,122
5,1.9,10.2,25.2,42.7,120
6,2.2,12.3,24,51.9,126
7,1.1,6.4,24.5,44.4,68
8,1.1,7.2,22.6,51,65
9,0.8,6.1,22.2,52.7,-200
10,0.6,4.3,21.2,56.8,38
11,0.6,3.8,20.3,59.6,31
12,0.6,4,21.3,56.7,40
13,0.6,4.2,23,54.6,36
14,1.1,6.1,23.7,54.3,64
15,1,6,25.4,49.3,56
16,1,5.9,29.6,37.7,56
17,1,5.4,33.9,26.2,43
18,0.8,4.9,35.8,22.4,40
19,0.7,3.9,37.9,18.8,34
20,0.4,3.2,38.5,14.8,28
21,0.5,4.1,39.3,14.5,32
22,0.6,4,38.9,15.6,39
23,0.7,4.8,37.9,12.7,52
0,0.9,5.5,35.8,13.4,60
1,1.6,9.1,32.3,19.7,104
2,1.6,9.1,30.1,23.5,102
3,1.7,10.1,28.2,28.7,120
4,1.3,7.4,26,35.7,89
5,1.9,9.9,25.3,39.2,121
6,1.5,9,24.7,38.7,107
7,0.6,3.7,25.5,35.7,41
8,0.4,3,22.5,43.2,34
9,0.3,2.5,21.6,46.1,-200
10,-200,2.6,19.7,51.4,41
11,0.4,2.4,21.6,45.7,38
12,0.7,5.6,21.1,47.3,59
13,2,14.3,21.6,44.1,165
14,3.9,27.7,23.7,37.9,287
15,3.6,19.1,26,30.1,317
16,3.2,15.9,30.6,23.2,330
17,2.2,12.3,34.1,19.1,204
18,2.2,12.2,36.2,18,189
19,2.1,11.7,37.4,17.3,165
20,1.8,10.4,39.5,15.6,139
21,2,12.7,40.4,14.9,156
22,1.8,11.1,40.1,16.1,130
23,3,19,39.3,18.9,173
0,4.3,24.1,37.3,19.9,302
1,3.5,19.1,33.6,22.9,239
2,2.5,13.6,30.7,28.9,139
3,1.8,10.7,28.8,32.8,92
4,1.9,11.3,27.3,36.8,104
5,1.9,9.6,26.2,39.7,108
6,1.9,9.8,25.4,43,107
7,0.9,4.9,25.8,41,55
8,0.7,4.1,23.3,48.4,43
9,0.6,3.3,23.5,47.8,-200
10,0.4,2.2,23.5,46.7,23
11,0.7,4.6,21.8,52.3,65
12,1.6,10.2,21.8,52.5,165
13,3.8,23.3,22.9,49.1,274
14,5.1,31,24.9,43.3,369
15,3.4,17.6,26.7,39.4,308
16,2.6,14.3,30.5,32.9,227
17,2.2,13.7,34.2,27.2,178
18,3.4,19.3,38.2,20.9,267
19,3.4,19.3,39.6,16.9,278
20,1.8,11.3,39.9,15.8,165
21,2,12.7,40.2,13.9,172
22,2.4,15.3,39.6,13.2,216
23,3.8,22.5,39.5,12.6,306
0,4.4,25,37.9,13.9,317
1,3.9,21.1,34.2,17.9,251
2,4,23.8,32.6,20.6,230
3,2.5,14.9,30.4,23.2,154
4,2.1,12.8,28.8,25.1,137
5,2.4,14.3,27.8,29.9,133
6,2.1,14.3,26.9,32.6,117
7,1.6,9.2,26.3,33.7,106
8,0.8,5.1,25.7,33.9,55
9,0.5,3,24.8,36,-200
10,0.4,2.6,25.5,34.6,27
11,0.5,4,24,37.8,46
12,1.3,9.9,23.9,39.3,144
13,4.1,27.3,24.8,38.4,392
14,4.1,27.9,26.9,34.4,358
15,4,24.5,29.6,28.7,381
16,2.2,14.2,34.6,21.1,261
17,2,11.9,38.3,17,207
18,2,13.1,40.4,14.5,155
19,2.2,15.1,42.6,9.6,193
20,2.2,14.1,42.5,10.2,195
21,1.8,11.3,41,11.6,159
22,1.8,10.8,41.3,13,120
23,3.3,21.5,39.2,14.5,228
0,4.3,21.8,36.9,17.9,348
1,5.3,29.8,35.6,20.4,337
2,4.3,22.5,33.7,22.6,282
3,3.6,21.8,31.5,27.8,228
4,2.4,17.1,31.1,29.3,168
5,2.1,15.4,30.2,30.9,173
6,1.2,10.2,29.8,30.2,87
7,0.9,7.2,28.4,32.5,65
8,0.6,5.8,27.5,34,43
9,0.5,4.2,26.8,35.3,-200
10,-200,5.1,24.5,40.4,43
11,0.6,5.4,25.6,38.8,66
12,0.6,6.2,27.5,34.6,57
13,2.2,16.9,25.9,37.4,231
14,3.2,23.2,28.5,32.5,219
15,3,18,29.5,32.7,288
16,2.7,17.6,29.8,33.1,312
17,3.2,20.3,33.4,26.8,361
18,1.4,10.6,40.3,15.8,147
19,1.3,9.9,41.8,15,111
20,1.4,10.7,41.1,15.7,98
21,2.1,16.5,41.9,14.8,156
22,2.4,16.9,40.9,14.6,213
23,3.1,20.5,39.1,16.9,250
0,3.5,19.4,36.4,27.3,253
1,5.1,30,34.9,29.3,317
2,4.5,24.6,33.6,26.4,309
3,2.9,16.9,32.2,27.6,201
4,2.6,15.8,30.5,29.7,173
5,2.7,16.6,29.4,35.6,156
6,3.2,19.5,29.1,34.8,190
7,2.3,16.6,27.7,41.9,129
8,1,6.2,27.9,41.6,65
9,0.5,2.7,27.8,43.7,-200
10,0.4,2.3,27.4,42.2,29
11,0.6,3.9,26.6,42.8,58
12,1,7.2,26.9,40.3,92
13,2.9,18.1,27,37.3,228
14,2.7,15.1,27,35.3,172
15,1.8,9.7,27.4,32,154
16,1.8,9.4,30.5,24.7,166
17,1.7,9.6,32.9,20.1,149
18,1.5,9.5,33.9,18.4,111
19,1.7,9.6,34.4,19.3,145
20,1.3,9.6,34.2,19.6,105
21,1.5,10.3,33.2,20.4,113
22,1.5,10.2,32.4,19.1,115
23,2.3,14,32.2,17.1,202
0,2.2,14,31,17.1,180
1,2.8,16.6,28.3,24.9,190
2,2.7,13.6,26.6,30.2,207
3,1.7,10.2,24.8,36.8,113
4,1.5,9.5,23.7,43.4,98
5,2.3,11.8,23,46.2,152
6,2.3,13,22.7,47.7,161
7,1.5,9.6,22.2,49.5,91
8,1,6.7,21.6,51.9,57
9,0.5,2.9,22.3,50.4,-200
10,0.3,2.6,22.4,49.7,22
11,0.4,4,21.7,52,41
12,0.5,4.3,21.1,53.2,53
13,0.9,5.9,22,51,92
14,1.1,6.8,25,41.6,91
15,1.4,8.8,26.7,36.4,89
16,1.1,6.7,29.1,29.7,81
17,0.9,6.4,31.2,23.4,66
18,0.8,6,32.4,20.5,53
19,0.8,6,33.3,19.2,61
20,0.6,5,33.1,16.8,48
21,0.6,4.4,33.1,18.3,39
22,0.5,4.4,32.4,18,41
23,0.7,5.5,31.8,18.7,48
0,0.8,5.8,30.3,21.4,50
1,0.9,5.3,27.2,28.2,51
2,1.3,8,26.1,33.7,70
3,1.3,7.2,24.7,38.8,89
4,1.4,8,23.4,43.2,100
5,1.9,10.4,23.1,44.2,139
6,2.3,11.6,22.7,45.3,176
7,1,6.4,21.6,47.5,71
8,0.5,4.1,22,45.8,37
9,1,6.4,20.4,51.3,-200
10,0.4,2.7,20.6,50.3,30
11,0.3,2.6,20.6,50.6,29
12,0.2,2.3,21.3,48.8,25
13,0.4,3.1,20.4,52.6,40
14,0.3,3.1,23.5,44,32
15,0.6,4,25.7,37.9,43
16,0.6,4.6,27.9,33.6,44
17,0.6,3.9,29,28.3,35
18,0.5,3.8,29.5,25.9,32
19,0.4,2.8,31.8,22.3,21
20,0.2,2.5,32.2,20,10
21,0.4,3,32.4,19.3,22
22,0.6,4.7,33,17.7,46
23,0.9,5,32,19.8,66
0,0.7,4.5,29.6,24.1,49
1,1.2,7.7,26.9,27.1,86
2,1.6,9.7,25.3,30.9,111
3,1.8,11,24.2,35.9,143
4,2.4,11.8,23.2,43.2,184
5,1.5,8.7,22.7,43.9,134
6,0.9,7.5,21.6,44,78
7,0.8,5.7,20.7,46.4,50
8,0.2,2,21.2,46.2,13
9,0.1,1.4,22.7,42.3,-200
10,-200,1.8,19.9,51.3,24
11,0.5,3.3,20,51.8,43
12,1.4,9.4,18.5,57.4,146
13,3.3,21.1,19.6,54.3,333
14,3.6,17.2,21.3,49.7,298
15,1.7,8.5,21.7,46.3,178
16,1.5,6.8,23.4,39.4,177
17,1.6,7.4,25.7,33,172
18,2.1,12.1,28.5,27.3,183
19,2.1,9.6,27,27.9,164
20,1.6,7.4,24.2,36.9,122
21,1.3,6.4,26,34.9,105
22,1.6,8.3,24.8,33.1,144
23,3.1,14,24,36.3,220
0,3.3,15.3,23.6,35.5,207
1,3.4,15.4,23.6,35.7,210
2,2.8,10.9,23.3,34.5,175
3,1.5,7.5,22.5,36.8,117
4,1.3,5.2,21.3,38.7,93
5,1.6,7.1,20.9,39.4,118
6,1.5,7.6,19.8,47.7,132
7,1,5,19.3,51.4,88
8,0.5,2,18.4,53.4,43
9,0.4,1.5,18.8,51.1,-200
10,0.6,2.5,16.3,59.8,44
11,0.7,3.3,16.6,56.8,50
12,1.3,7.3,16.2,57.4,101
13,4,23.8,17.3,54.3,339
14,5,27.6,19.2,48.8,379
15,3.6,16.7,21.7,42.4,321
16,2.8,14.3,26.4,29.9,272
17,2.6,13.3,31.3,19.1,278
18,2.7,14.5,33.7,15.4,253
19,2.3,11.5,34.5,13.3,187
20,2,10.8,33.8,13.9,149
21,1.3,6.4,30.1,19.4,89
22,1.7,8.8,28.3,21.3,124
23,2.8,14.3,31.9,18.3,206
0,3.8,19.4,32,20.1,241
1,4.9,27.1,28.9,24.1,303
2,4.3,19.7,27.3,27.1,294
3,2.6,13.6,26,28.5,203
4,2.4,12.1,25.2,28.6,176
5,1.9,11,24.3,31.1,155
6,1.4,8.8,23.6,33.8,108
7,1.1,6.7,23,33.8,72
8,0.9,6.3,22.2,38.4,65
9,0.7,4.1,20.4,42.6,-200
10,0.5,2.9,20.5,42.3,39
11,0.8,5,18.8,49,79
12,1.3,9.9,18.8,49.4,140
13,4.7,27.5,19.9,46.5,427
14,4.6,30.4,22.1,41.7,366
15,3.7,19.8,24,36.4,311
16,2.8,15.7,30.2,22.8,275
17,1.8,11.3,33.4,17.1,195
18,1.9,12.6,35.1,15,144
19,2,11.9,34.1,16,162
20,2,14.4,35.7,13.6,200
21,2.1,12.4,35.3,13.8,176
22,2.1,11.7,32.3,16.7,203
23,3.2,18.4,36,13.3,237
0,4,22.9,35.8,13.7,263
1,4.6,25,32.3,18.4,300
2,3,15.5,29.7,25,189
3,2.9,16.7,27.8,26.6,185
4,1.9,11.2,26.3,27.3,134
5,1.4,9,25.3,30,96
6,2.1,12.1,24,34.9,122
7,1.2,8.9,23.4,38.6,64
8,0.6,3.7,23.5,38.3,30
9,0.4,3.1,22,42.6,-200
10,-200,2.5,21.6,44,23
11,0.4,3.1,21.4,45.6,36
12,0.7,5.7,21.1,47.1,58
13,2.3,15.6,21.3,48.4,168
14,4,25.2,22.9,47.9,306
15,2.8,15.4,24.4,45.5,231
16,1.6,8.4,27.6,38,157
17,1.6,8,31.1,29.6,132
18,2,12.1,33.4,24.7,136
19,2,12.6,35.7,18.9,127
20,1.7,10.6,36.2,18.1,125
21,2,12.6,37.1,17.7,138
22,2.2,14.3,36.5,18.1,163
23,3.2,20.3,35.5,19.1,259
0,3.6,20.5,33.7,20,236
1,3.8,22.1,30.5,22.7,245
2,4.8,23.8,28.7,26.2,344
3,2.8,14.7,26.7,28.9,188
4,2.6,15.1,25.7,31.6,149
5,1.9,10.8,24.5,35.7,102
6,1.7,10.2,24.3,36.3,99
7,1,6.5,23.8,36.9,48
8,0.7,3.9,23.7,37.3,36
9,0.5,2.8,22.2,40.6,-200
10,0.4,2.1,21.6,42.2,30
11,0.6,3.4,20.3,46.8,56
12,0.7,4.7,20.7,45.9,51
13,2.4,15.8,20.5,47.7,172
14,4.4,26.6,22.4,46.6,316
15,3.1,14.8,24.2,48.5,269
16,2,9.3,28.8,33,196
17,2.1,12,32.8,25.2,206
18,2.1,10.9,34.4,19.9,156
19,2.1,11.9,36.5,16.7,120
20,2.2,13.2,37.5,14.3,161
21,1.6,8.9,38,15.5,114
22,2.4,13,38.1,16.5,191
23,3.3,18.2,37.3,17.3,236
0,4,23.7,35.9,17.7,287
1,4.1,21.6,32.4,21.5,266
2,4.2,21.6,30.3,25.6,274
3,2.9,16.5,28.5,27.8,196
4,2.3,12.3,26.9,30.5,144
5,2.2,13.6,25.7,33.5,142
6,2.1,12.8,24.7,36.9,124
7,1.6,9.4,23.6,39.2,93
8,1.2,8.3,22.2,43,71
9,1.2,6.7,21.2,45.8,-200
10,0.9,4.6,21.3,45.9,56
11,0.6,3.6,21.6,45,46
12,0.7,5,21.3,46.5,51
13,1.3,8.2,21.1,46.9,83
14,2,10.7,22.8,43,175
15,1.9,10.3,25,38.3,148
16,2.2,12.9,30.9,26.9,167
17,1.9,11,35.1,19.2,120
18,1.5,8.3,36.9,17.2,78
19,1.4,8.2,39.3,13.9,76
20,1,5.2,40.3,12.6,45
21,1,4.6,39.7,13.5,54
22,1.4,7.2,41.1,13.1,70
23,1.6,9.4,40.1,14.9,87
0,1.6,8,37.4,17,69
1,2.1,10.7,34,19.2,95
2,2,9.6,31.7,21.6,107
3,1.9,8.7,29.7,24.2,88
4,2.3,11.6,27.9,27.6,100
5,2.4,11.8,26.8,29.9,125
6,2.2,10.5,25.8,33,132
7,1.2,5.5,26.3,33.1,57
8,1.1,5.5,24.3,38.1,46
9,0.8,3.8,24.7,36.4,-200
10,-200,2.9,23.3,39.5,34
11,0.6,3.4,21.1,45.6,33
12,0.7,4.1,20.2,48.5,50
13,0.4,4.1,21.3,45.5,39
14,0.6,4.7,22.6,31,84
15,0.9,7.1,25.7,34.8,93
16,0.9,7.4,31.6,23.8,82
17,0.8,7.3,36.3,16.3,73
18,0.4,4.2,37.9,15,43
19,0.3,4.1,39.4,13.7,39
20,0.1,3.8,40.2,12.3,27
21,0.5,5.8,41.3,11.9,46
22,0.4,5.6,41.4,11.8,53
23,0.3,4.8,40.1,13.6,38
0,0.4,5.3,37.6,16.4,39
1,0.6,6.1,33.9,20.3,49
2,0.8,7.4,31.6,22.9,68
3,1.2,9,29.7,24.8,102
4,1.6,11.7,29,27,123
5,1.2,11,27.9,30.4,106
6,0.5,6,28,30.6,66
7,0.3,4.3,26.8,32.3,43
8,0.1,2.8,26.6,33,33
9,-200,2.3,23.7,38.6,-200
10,0.1,2.9,22.2,42.8,33
11,0.3,4.1,21.2,46.3,75
12,0.8,8.3,21.4,46.5,111
13,2.3,16.6,22.9,43,250
14,3.4,25.6,25.2,38.6,313
15,2.5,17.7,27.1,34.9,263
16,2.4,16.2,32.4,24.8,282
17,2.1,15.1,36.8,18,226
18,-200,14.3,39.1,16,176
19,-200,10.8,39.2,16.4,120
20,-200,10.1,40.5,14.9,96
21,-200,10.9,41.4,13.8,115
22,-200,11,40.5,14.9,108
23,-200,16.8,39.6,17,142
0,-200,20.7,37.7,19.8,219
1,-200,19.5,34.3,24.2,193
2,-200,14.6,31.7,28.1,128
3,-200,14.3,30.2,30.8,127
4,-200,15.9,29.4,33,132
5,-200,10.3,29.2,33.1,77
6,-200,8.8,27.6,36.6,72
7,-200,6.8,27.2,36.9,57
8,-200,6.3,25.4,41,56
9,-200,3.9,25.2,41.5,-200
10,-200,4.1,23.4,47.4,64
11,-200,4.7,25.1,44,52
12,-200,9.9,23.9,46.5,122
13,-200,24.8,24.8,43.2,314
14,-200,37.3,27,38.7,395
15,-200,26.2,29.4,33.6,357
16,-200,21.6,34.8,23.4,308
17,-200,16.1,38.1,18.5,184
18,-200,13,38.9,18,128
19,-200,13.4,39.8,16,125
20,-200,13.7,41.7,12.5,135
21,-200,14,42.8,12.3,158
22,-200,10.4,41.4,14.2,106
23,-200,17.5,41.3,15.5,163
0,-200,12.9,38.3,19.4,143
1,-200,14.9,34.7,23.3,96
2,-200,15.5,32.6,26.3,127
3,-200,11.2,30.9,29,95
4,-200,14.3,30.1,30.2,104
5,-200,14.2,29,33.4,131
6,-200,10,28.3,36.8,92
7,-200,7.6,27.6,38.2,53
8,-200,5.8,25.8,43.1,45
9,-200,3.1,27.4,39.1,-200
10,-200,2.7,26.3,40.9,19
11,-200,5.4,23.3,50.1,75
12,-200,7.3,23.1,49.7,84
13,-200,18.4,24.2,46.4,160
14,-200,27.7,25.8,42.2,286
15,-200,16.9,28.1,37.3,212
16,-200,22.1,33.9,26.8,279
17,-200,17,38,17.2,207
18,-200,12.4,38.9,15.9,140
19,-200,11.5,40.4,15,110
20,-200,7.5,40.1,15.2,67
21,-200,10.3,42,14.2,98
22,-200,10.2,42.7,14.4,97
23,-200,11.5,41.6,14.5,87
0,4.1,17,39.6,18.8,124
1,3.8,21.5,36.1,25.5,165
2,3.4,18.6,33.3,29.9,164
3,2.9,15.3,31.2,33.2,122
4,3.1,17,30.1,35.8,134
5,3.5,14.4,28.9,39.1,121
6,2.4,13.6,27.8,43.3,112
7,1.6,9.6,26.9,46.1,62
8,1.3,6.4,26.4,47.1,50
9,0.9,4.8,25.2,51.4,-200
10,1,5.4,23.8,55.4,72
11,0.8,4.1,24.9,50.6,48
12,1.1,6.3,25,49.2,58
13,4.4,26.9,24.7,50.9,306
14,-200,35.6,26.4,46.3,351
15,-200,17.5,28.1,42,252
16,3.3,19.9,34,29.9,266
17,2.1,12.6,37.3,22.9,159
18,2.1,14,40.1,19,144
19,2,12.2,42,15.8,117
20,1.5,11.1,42.8,14.3,108
21,2.1,14.3,44.3,13,153
22,2.3,15.1,44.6,12.6,166
23,2.8,18.6,43.4,14.8,179
0,3.6,22,40.6,18.2,225
1,4,23,37.1,21.3,261
2,3.7,21.1,34.5,25.5,228
3,2.5,15,32.2,30.4,137
4,2.3,13.6,30.4,35.4,116
5,2.5,14.6,29.4,38.7,143
6,2.7,16.3,28.6,38.7,157
7,1.3,8.8,27.7,40.5,72
8,0.8,6,28,39.8,42
9,0.9,5.5,24.8,48.5,-200
10,0.5,3.9,25.6,45.8,34
11,0.8,5.8,23.6,51.5,74
12,1,8.2,25.1,46.5,75
13,2.9,20.1,24.5,48.3,199
14,3.8,25.5,26.6,42.8,262
15,3.5,21.6,29,37.6,236
16,2.4,15.5,34.2,28.5,186
17,1.8,11.2,37.3,22.9,132
18,2.1,15.4,40.1,17.5,140
19,2.1,14.6,42.2,14.6,143
20,1.5,12.5,41.9,15.2,99
21,1.5,12.3,43.1,13.8,107
22,1.8,13.2,42.8,13.8,130
23,2.1,14.7,41.1,16.5,133
0,3,19.9,38.7,20.3,188
1,2.8,19.1,35.8,24.1,155
2,2.5,14.8,33.1,28.3,154
3,1.4,8.6,30.1,33.9,95
4,1.7,11,29,36.6,110
5,1.8,13,28.5,38.4,116
6,2.4,15.2,27.8,39.9,153
7,1.9,12.1,27,42.8,111
8,1.4,9.9,26.4,44.5,79
9,0.8,6,25.8,46.6,-200
10,0.7,6.3,25.1,48.5,47
11,0.8,5.5,24.6,52.2,61
12,0.7,5.8,24.4,50.5,56
13,1,8.1,25.2,49.1,69
14,1.7,10,26.6,50.8,109
15,1.9,9.9,28,46.9,111
16,2.3,13.1,32.7,34.5,150
17,1.7,9.2,36.6,26.5,87
18,1.3,6.7,37.8,26.3,64
19,1.2,6.5,38.3,27.1,47
20,0.8,3.4,35.4,32.4,34
21,0.9,3.8,37.3,28.8,37
22,1.1,5.2,36.6,28.2,49
23,1.2,6,35.1,29.6,54
0,1.3,6,32.3,33.4,70
1,1.4,5.6,29.9,37.9,76
2,1.2,4.4,28.2,41.9,59
3,0.9,3.7,27.2,45.9,44
4,1.1,5,27.3,45.7,47
5,1.5,7.1,27,47.1,71
6,1.7,7.9,23.7,69.3,90
7,0.9,3.7,23.8,63.5,45
8,0.7,3.6,24.7,56.9,44
9,0.4,2.1,25,53.1,-200
10,-200,2,24.1,59.6,15
11,0.3,1.3,22.5,69.1,10
12,0.4,1.7,23.4,64.4,19
13,0.4,1.5,24.4,57.9,20
14,0.5,1.6,24.5,56.9,30
15,0.5,1.7,24.9,54.8,24
16,0.7,2.7,27,47.4,35
17,0.9,3.6,27.6,43.7,48
18,0.8,3,28.2,42.6,41
19,0.8,2.9,29.1,40.8,37
20,0.7,2.5,29.8,38.6,32
21,0.8,3.1,31.5,34.5,43
22,0.7,2.3,31.2,36.3,28
23,0.8,3,30,41.3,38
0,1.2,4,27.6,47.5,72
1,1.6,6.3,28.8,41.3,89
2,1.6,6.6,28.5,41.6,103
3,1.5,7.3,27.7,43.4,77
4,1.5,6.8,27.3,44.1,84
5,1.5,6.3,26.9,45.5,82
6,1.5,5.9,26.6,47.2,81
7,1.2,4.8,26,48,50
8,0.8,2.9,26.2,45.7,30
9,-200,2.2,25.9,46.3,-200
10,-200,1.8,25.6,46.8,14
11,-200,2.5,25.3,47.6,51
12,-200,6.8,25.4,48.5,120
13,-200,11.2,26.5,46.3,180
14,-200,9.7,27.9,42.7,168
15,-200,7.2,28.8,38.9,111
16,-200,6.8,31.7,31.5,111
17,-200,8.1,33.9,26.9,97
18,-200,8.3,34.7,26.5,90
19,-200,8.6,35.4,24.8,87
20,-200,5.3,35.2,24.1,67
21,-200,8.1,36.3,22.8,84
22,-200,8.2,35.4,23.8,86
23,-200,12,34.6,23.5,124
0,-200,17.6,33,28.2,144
1,-200,14.5,32.5,27.9,130
2,-200,11.8,30.5,29.9,122
3,-200,9.4,29.1,33.1,82
4,-200,7,28.4,35.8,62
5,-200,8,27.7,37.9,65
6,-200,6,28.3,35.5,52
7,-200,4.3,27.1,38.6,22
8,-200,4.1,25.8,40.9,27
9,-200,2,26,40.6,-200
10,-200,2.4,24.6,43.4,29
11,-200,2.7,25.1,42.3,29
12,-200,6.9,23.1,48.8,135
13,-200,9.2,24.7,46.8,181
14,-200,9.6,24.6,45.1,119
15,-200,9.1,26.2,38.5,116
16,-200,9.3,29.3,31,143
17,-200,8.5,31.2,26.6,126
18,-200,6.9,31.1,26.2,94
19,-200,6.9,31.7,26.4,96
20,-200,6.4,31.7,25.6,90
21,-200,6.2,32.6,22.5,93
22,-200,7.3,32.8,22.2,101
23,-200,10.7,32.4,22.4,123
0,-200,11.9,31.4,22.7,136
1,-200,10.6,28.4,24.7,109
2,-200,9.3,27.7,24.2,124
3,-200,6.7,26.1,28.3,82
4,-200,7.2,25.3,28.4,69
5,-200,5.9,25.2,27.7,60
6,-200,8.7,24.5,28,90
7,-200,6.8,23.6,31.9,58
8,-200,3.8,22.8,34.7,53
9,-200,2.2,23.6,33.2,-200
10,-200,3.2,20.5,41.2,45
11,-200,3.9,20.6,41.5,61
12,-200,6.3,20.2,42.5,76
13,-200,13.6,20.9,40.4,144
14,-200,26.7,22.4,38,221
15,-200,22.8,26,29.7,282
16,-200,16.2,31.4,18.6,235
17,-200,10.4,34.2,15.8,113
18,-200,11.3,35.4,15.3,93
19,-200,9.6,34.6,15.5,88
20,-200,7.8,33.9,16.2,87
21,-200,10.7,35.3,15,109
22,-200,10.8,36.8,13.7,106
23,-200,17.3,34.4,16.4,182
0,-200,17.7,35.3,16.8,-200
1,-200,15.5,32.3,20.7,144
2,-200,13.6,29.6,26.1,144
3,-200,9.6,28.6,27.2,84
4,-200,9.5,27.6,27.4,74
5,-200,8.5,26.3,29,80
6,-200,9,25.4,30.1,78
7,-200,7.8,24.7,32.1,50
8,-200,2.6,25.7,30.9,18
9,-200,2.4,25.1,32.6,-200
10,-200,1.9,23.9,34.4,21
11,-200,3.7,21.4,40.3,62
12,-200,7.1,21.2,41.2,74
13,-200,16.6,21.6,40.9,171
14,-200,26.6,24,36.6,287
15,-200,17.9,26.8,29.5,230
16,-200,17.9,31.8,19.4,261
17,-200,14,34.4,16.6,178
18,-200,10.1,35.3,16.7,116
19,-200,9.5,36.4,16.8,96
20,-200,7.1,34.8,19.5,83
21,-200,12.3,38.6,16.1,120
22,-200,11.7,38.5,16.5,108
23,-200,12.8,37.4,18.1,115
0,-200,14,35.7,19.8,102
1,-200,13.9,32,24.9,118
2,-200,11.7,29.7,28.1,107
3,-200,13.8,28.5,32.1,129
4,-200,14.8,27.6,40.5,133
5,-200,11.9,26.3,45.6,98
6,-200,11.1,25.7,46.1,110
7,-200,8,25.1,46.3,62
8,-200,5.6,23.5,51.3,55
9,-200,7.1,23.1,52.1,-200
10,-200,3.5,23.7,51.2,35
11,-200,4.1,23,52.2,52
12,-200,4.9,23,49.9,36
13,-200,19.4,23,50.9,182
14,-200,26.3,24.4,49.3,297
15,-200,22,26.8,46.6,237
16,-200,18.1,32.2,32.6,235
17,-200,12.1,34.8,26,158
18,-200,9.4,36.1,24.8,89
19,-200,10.1,37.7,21.8,80
20,-200,10.5,36.9,21.8,93
21,-200,10.8,39.1,18.7,96
22,-200,9.6,39.3,18.9,98
23,-200,13,38.2,21.8,104
0,-200,15.5,36.6,23.3,121
1,-200,16.5,33.3,28.7,116
2,-200,14.5,30.9,34.2,121
3,-200,13.2,29.1,38.9,114
4,-200,14.8,28.1,40.3,112
5,-200,10.7,27,41.6,81
6,-200,-200,-200,-200,220
7,-200,6.4,25.7,46.8,81
8,-200,5.5,25.1,51.1,43
9,-200,5.2,23.7,56.5,-200
10,-200,3.9,23.8,55.3,26
11,0.8,4.7,23.7,54.6,40
12,1.2,7.3,22.6,58.8,72
13,1,6.4,24,53.4,68
14,1.5,9.2,25.2,51,89
15,2.8,12.5,27.3,47.1,151
16,3.4,15.7,32.8,33.4,215
17,3.3,15.9,36,28,196
18,2.9,14.6,38.5,23.8,161
19,2.2,11.7,39.8,20.5,120
20,1.6,7.4,38.1,22,88
21,0.9,6.1,40,20,38
22,1.1,6.9,40.4,19.8,47
23,1,6.2,39.1,20.7,40
0,1.3,8.1,37.3,24.3,58
1,1.6,10.2,34,30.9,71
2,1.8,10.7,31.8,34.5,90
3,2.2,13,30.1,37.7,95
4,1.8,11.4,28.6,42.3,85
5,2.3,13.3,27.7,44.6,119
6,2,11.2,26.6,47.5,106
7,1.8,9.8,25.7,50.7,77
8,0.9,6.2,25.1,53.9,28
9,0.5,3.6,24.8,58.7,-200
10,0.6,4,23.5,63.6,21
11,0.4,2.6,24.3,59.4,17
12,0.4,2.6,23.3,62,24
13,0.4,2.9,24.1,63.1,19
14,0.8,4.2,25,60.7,39
15,0.8,5.5,27.3,52.4,46
16,0.9,5.8,32.4,37.3,53
17,0.7,4.5,35.4,31.3,32
18,0.6,4.3,37.4,28.2,30
19,0.5,3.5,39.2,20.2,24
20,0.6,3.5,38.1,18.5,34
21,0.7,3.9,40.2,17.7,63
22,0.9,4.7,39.7,19.1,69
23,0.9,5.3,38.5,19.8,61
0,1.2,6.4,36.6,24.6,73
1,1.4,8,33.1,32.7,75
2,1.5,9.2,30.7,38.7,69
3,1.7,9.1,29.5,42.7,71
4,1.7,9.1,27.8,52.6,73
5,1.7,9.5,27.4,55.5,86
6,1.9,9.1,27.3,57.1,65
7,1.2,5,26.7,60.1,74
8,0.7,3.7,26.2,61.6,45
9,0.3,2.2,25.5,62.8,-200
10,0.2,1.6,25.5,61.8,2
11,0.4,2.7,25.1,62.4,29
12,0.8,5.6,24.6,62.7,42
13,1.9,13,25.7,58.9,146
14,-200,17.8,27.1,54.4,-200
15,1.9,11.5,28.4,50.7,163
16,1.9,11.1,32.7,36.9,144
17,1.9,11,34,32.7,125
18,1.7,10.7,35.6,29.2,90
19,1.4,8.5,37.1,25.6,76
20,1.2,8.7,36.1,26.4,73
21,1.4,9.4,37.9,23.8,73
22,1.4,9.5,38,22.2,80
23,1.9,12.9,36.9,22.7,121
0,2.2,13.7,35.5,25.7,129
1,1.9,12.2,32.8,32.2,103
